building_id,puma20,income_category,assigned_pv,assigned_battery,assigned_ev,assigned_hp
546551,G06007322,Medium,False,False,False,0
237914,G06007310,Medium,False,False,False,0
243380,G06007314,Medium,True,True,False,0
541217,G06007314,High,False,False,False,0
185629,G06007316,High,False,False,False,0
237677,G06007310,Medium,False,False,False,0
208119,G06007323,Medium,False,False,False,0
243718,G06007314,High,False,False,False,0
208059,G06007330,Low,False,False,True,0
281161,G06007316,Low,True,True,True,0
243616,G06007315,Medium,False,False,False,0
16717,G06007316,Low,False,False,False,0
185700,G06007301,Low,False,False,False,1
185707,G06007324,Medium,False,False,False,0
291941,G06007330,High,False,False,False,0
193546,G06007310,Medium,False,False,False,0
2272,G06007301,Medium,False,False,False,1
6906,G06007324,High,False,False,False,0
220073,G06007315,High,False,False,False,0
527261,G06007328,High,True,True,False,0
531008,G06007314,Low,False,False,False,0
185737,G06007326,High,False,False,True,0
237787,G06007312,Medium,False,False,False,0
292461,G06007317,Medium,False,False,False,0
185797,G06007316,High,False,False,False,1
237751,G06007315,High,False,False,False,0
292616,G06007301,High,False,False,False,0
291934,G06007314,Low,False,False,False,0
281708,G06007315,High,False,False,True,0
14579,G06007327,High,True,True,False,0
14590,G06007311,Medium,False,False,False,0
263088,G06007315,High,False,False,False,0
282035,G06007316,High,False,False,True,1
238379,G06007312,High,False,False,False,0
290990,G06007316,Medium,False,False,False,0
207690,G06007316,Low,False,False,True,0
186767,G06007328,High,False,False,False,0
192777,G06007317,High,False,False,False,0
206319,G06007322,Medium,False,False,False,0
290673,G06007316,Low,False,False,False,0
192718,G06007329,High,False,False,False,0
192693,G06007327,Medium,False,False,False,0
546247,G06007316,Low,False,False,False,0
186916,G06007322,High,True,True,False,0
223825,G06007310,Low,True,True,False,0
546245,G06007328,High,False,False,False,0
186929,G06007329,Low,True,True,True,0
223781,G06007316,Low,False,False,False,0
242773,G06007317,High,False,False,False,0
290548,G06007327,Medium,False,False,False,0
238307,G06007310,High,False,False,False,0
291250,G06007316,High,False,False,True,0
281965,G06007314,High,False,False,False,0
186537,G06007322,Medium,False,False,False,1
186207,G06007317,High,False,False,False,0
291891,G06007312,Low,False,False,True,0
193114,G06007324,High,False,False,True,0
186230,G06007311,Low,False,False,True,0
291886,G06007323,Medium,False,False,False,1
206277,G06007301,High,False,False,False,0
530863,G06007301,High,False,False,False,0
281783,G06007329,Low,True,True,False,0
291620,G06007316,High,False,False,False,1
291585,G06007324,Medium,False,False,True,0
546325,G06007301,Low,True,True,False,0
14500,G06007324,High,True,True,False,0
291462,G06007311,Medium,False,False,False,0
224028,G06007323,Medium,False,False,False,0
530762,G06007311,Medium,False,False,False,1
540824,G06007330,Medium,True,True,False,0
291290,G06007316,Medium,False,False,False,0
544815,G06007315,High,False,False,False,0
3911,G06007314,High,False,False,False,0
291582,G06007312,High,False,False,False,0
238616,G06007316,Medium,False,False,False,0
281036,G06007310,High,False,False,False,0
280850,G06007324,Low,True,True,True,0
263448,G06007326,High,False,False,False,0
526641,G06007322,Medium,False,False,False,0
541361,G06007316,Medium,False,False,False,0
526732,G06007301,High,False,False,False,0
184409,G06007324,High,False,False,False,0
17150,G06007326,Low,False,False,False,0
224912,G06007316,Medium,False,False,False,0
219467,G06007323,Medium,False,False,False,0
184511,G06007317,Low,False,False,False,0
184515,G06007324,High,False,False,False,0
17127,G06007315,Medium,False,False,False,0
194478,G06007326,High,False,False,False,1
208471,G06007314,High,False,False,False,0
17063,G06007314,High,False,False,False,0
538544,G06007317,High,False,False,False,0
184612,G06007311,Low,False,False,False,0
206045,G06007314,Low,False,False,False,0
208445,G06007312,Medium,False,False,False,0
293849,G06007317,Medium,False,False,False,0
254986,G06007330,Low,False,False,False,0
293728,G06007310,Medium,True,True,True,0
260600,G06007324,Low,False,False,False,0
236406,G06007310,High,False,False,False,0
260507,G06007301,High,False,False,False,0
260508,G06007316,Medium,False,False,True,0
263548,G06007330,Low,False,False,False,0
194809,G06007316,Medium,False,False,False,0
8613,G06007310,High,False,False,False,0
526547,G06007324,Low,False,False,False,0
219231,G06007301,High,False,False,False,0
194788,G06007315,High,False,False,False,0
293679,G06007310,Low,False,False,False,0
208652,G06007327,Medium,False,False,False,0
279451,G06007315,High,False,False,False,0
194670,G06007316,High,False,False,False,0
17250,G06007323,Medium,True,True,False,0
279487,G06007327,Low,False,False,False,0
184271,G06007311,High,False,False,False,0
279511,G06007328,Medium,False,False,False,1
185602,G06007330,Medium,False,False,False,0
546838,G06007326,High,False,False,False,0
293086,G06007301,Low,False,False,False,0
293060,G06007314,Low,True,True,False,0
208255,G06007315,Medium,False,False,False,0
14117,G06007310,Low,False,False,False,0
544523,G06007317,High,False,False,False,1
538377,G06007326,High,True,True,False,0
237649,G06007317,High,True,True,False,0
544554,G06007301,High,False,False,False,1
243921,G06007326,Low,True,True,False,0
538358,G06007316,Medium,False,False,False,0
531117,G06007327,Medium,False,False,True,1
531105,G06007329,Medium,True,True,False,0
16838,G06007330,High,True,True,False,0
14163,G06007310,Medium,False,False,False,0
292747,G06007315,High,False,False,False,0
292677,G06007316,High,True,True,False,0
527218,G06007330,Medium,False,False,False,0
237671,G06007301,Medium,False,False,False,0
14195,G06007330,Medium,False,False,False,0
185571,G06007329,High,False,False,False,0
263235,G06007317,Low,False,False,True,0
185584,G06007311,Low,False,False,False,0
6939,G06007315,High,False,False,True,0
280306,G06007322,Low,False,False,False,0
293091,G06007326,Medium,False,False,False,0
280297,G06007326,Medium,False,False,False,0
260973,G06007317,High,False,False,False,0
526920,G06007329,Medium,False,False,False,0
526965,G06007317,High,True,True,False,1
184918,G06007310,Low,False,False,False,0
219673,G06007315,Medium,False,False,False,0
219679,G06007326,Medium,False,False,True,0
293426,G06007326,Medium,True,True,False,0
293408,G06007312,High,False,False,False,0
224726,G06007322,High,False,False,False,0
184990,G06007329,Medium,False,False,False,0
224714,G06007314,Low,False,False,False,0
280154,G06007324,Low,False,False,False,0
293647,G06007316,Medium,False,False,False,0
293273,G06007316,Medium,False,False,True,0
280177,G06007311,High,True,True,False,0
293252,G06007316,Medium,False,False,False,0
254897,G06007328,Low,True,True,False,0
280197,G06007314,Low,False,False,False,0
219781,G06007323,High,False,False,False,0
244210,G06007301,High,False,False,False,0
546672,G06007317,High,False,False,False,0
6528,G06007301,Medium,False,False,False,0
254871,G06007324,High,True,True,False,0
544502,G06007310,Low,False,False,False,1
546717,G06007310,Low,False,False,False,0
192678,G06007311,High,False,False,True,0
290513,G06007314,Medium,False,False,False,0
192655,G06007312,High,False,False,False,0
529804,G06007323,Medium,False,False,False,0
189146,G06007301,Medium,False,False,False,0
222589,G06007327,Medium,False,False,False,0
207186,G06007327,Medium,False,False,True,0
240284,G06007316,Medium,False,False,False,0
206691,G06007326,High,True,True,False,1
221614,G06007301,Low,False,False,False,0
545727,G06007316,Medium,False,False,True,0
190949,G06007314,Medium,False,False,False,0
284107,G06007317,Low,False,False,False,0
284140,G06007316,Low,True,True,True,0
240457,G06007323,Low,False,False,False,0
284233,G06007323,Low,False,False,False,0
241335,G06007315,High,False,False,False,1
15149,G06007329,Medium,False,False,False,1
284267,G06007312,High,True,True,False,0
189023,G06007316,High,False,False,True,0
537912,G06007301,High,False,False,False,1
191169,G06007327,Medium,False,False,False,0
222674,G06007327,High,False,False,True,0
14934,G06007329,High,True,True,False,0
287668,G06007311,High,False,False,False,0
239842,G06007329,High,False,False,False,0
283594,G06007317,Low,False,False,False,0
283615,G06007311,Medium,False,False,False,0
222853,G06007327,Medium,False,False,True,0
529894,G06007316,Medium,False,False,False,0
287430,G06007322,High,False,False,False,0
287420,G06007315,High,False,False,False,0
283640,G06007327,High,False,False,False,0
283671,G06007329,Medium,False,False,False,0
189545,G06007301,Low,False,False,False,0
241661,G06007317,Medium,False,False,False,1
241659,G06007315,High,True,True,False,0
529891,G06007310,High,False,False,True,0
222773,G06007301,Medium,False,False,False,0
287347,G06007316,Medium,False,False,False,0
214892,G06007326,High,True,True,False,0
287258,G06007329,Medium,False,False,True,0
283777,G06007315,High,False,False,False,0
287193,G06007316,Medium,False,False,False,0
188919,G06007326,Medium,False,False,False,0
9194,G06007315,Medium,False,False,False,0
287384,G06007301,Low,False,False,False,0
287756,G06007312,High,False,False,False,0
284314,G06007322,Low,False,False,False,0
540984,G06007314,Low,True,True,False,0
221877,G06007317,High,False,False,True,0
190306,G06007330,Medium,False,False,False,1
221882,G06007329,Medium,False,False,False,0
240690,G06007315,High,False,False,True,1
189963,G06007314,Medium,False,False,False,0
285182,G06007312,Low,False,False,False,0
206877,G06007324,High,False,False,False,0
241121,G06007301,Low,False,False,False,0
285178,G06007310,High,True,True,False,0
190234,G06007330,Low,False,False,False,0
241072,G06007317,Low,True,True,False,0
190205,G06007310,High,False,False,True,0
190161,G06007329,Medium,False,False,False,0
3348,G06007311,High,True,True,True,0
541012,G06007329,High,False,False,False,0
529250,G06007315,High,False,False,False,0
206938,G06007329,Medium,False,False,False,0
262389,G06007328,Low,False,False,False,0
537733,G06007324,Low,False,False,True,1
285093,G06007311,Low,False,False,False,0
6710,G06007301,Low,False,False,False,0
285057,G06007316,Low,False,False,False,0
262445,G06007322,Low,False,False,False,0
241141,G06007322,Medium,False,False,False,0
285295,G06007327,Low,False,False,True,0
206979,G06007301,High,False,False,False,1
529004,G06007316,High,False,False,False,0
262229,G06007312,High,False,False,False,0
540963,G06007322,High,True,True,False,0
241323,G06007329,High,False,False,False,0
190680,G06007326,Low,False,False,False,0
262310,G06007314,Medium,False,False,False,0
253966,G06007317,Low,False,False,False,0
9348,G06007312,Medium,False,False,False,0
529082,G06007316,High,False,False,False,0
241213,G06007324,Medium,False,False,False,0
189755,G06007330,Low,False,False,False,0
545656,G06007328,Medium,False,False,False,0
190531,G06007324,Medium,False,False,False,0
537567,G06007312,Medium,False,False,False,1
221816,G06007326,Medium,False,False,False,0
284596,G06007314,Medium,False,False,False,0
189823,G06007310,Medium,False,False,True,0
189837,G06007313,Medium,False,False,False,0
15244,G06007329,Medium,False,False,False,0
529134,G06007316,High,False,False,False,0
529402,G06007312,Medium,False,False,False,0
545683,G06007328,Medium,True,True,True,0
241849,G06007310,High,False,False,True,0
283495,G06007326,Medium,False,False,False,0
537538,G06007315,Medium,True,True,False,0
289634,G06007301,Low,False,False,False,0
537393,G06007301,Medium,False,False,False,0
207545,G06007322,High,False,False,False,0
192433,G06007326,High,False,False,False,0
14700,G06007314,Medium,False,False,False,0
223584,G06007311,Low,False,False,False,0
262983,G06007323,High,True,True,False,0
192368,G06007329,High,True,True,False,0
238918,G06007301,Medium,True,True,False,0
223529,G06007314,Medium,False,False,False,0
242357,G06007301,Low,True,True,False,0
238954,G06007326,Medium,False,False,False,0
192254,G06007328,Medium,True,True,False,0
528245,G06007330,Medium,False,False,False,0
288993,G06007315,Low,False,False,False,0
238974,G06007312,Medium,False,False,False,0
288959,G06007310,High,False,False,False,0
239040,G06007317,High,True,True,False,0
262874,G06007316,Medium,False,False,False,0
187333,G06007322,Medium,True,True,False,0
238872,G06007323,High,False,False,False,0
223767,G06007310,Medium,False,False,False,0
2704,G06007301,Low,False,False,False,0
290435,G06007301,High,True,True,True,0
530468,G06007317,Low,False,False,False,0
192591,G06007323,Low,False,False,False,0
187125,G06007301,Medium,True,True,True,0
187126,G06007310,High,False,False,False,0
238769,G06007310,Medium,False,False,True,0
290366,G06007314,High,False,False,False,0
530234,G06007323,Medium,False,False,False,0
192541,G06007315,Medium,False,False,False,0
187206,G06007327,Low,False,False,False,0
223712,G06007315,High,True,True,False,0
290143,G06007301,High,False,False,True,0
14675,G06007329,Medium,False,False,False,0
238805,G06007330,High,True,True,False,0
238820,G06007324,High,False,False,False,0
238834,G06007330,High,False,False,False,0
238850,G06007317,High,False,False,False,0
290028,G06007327,Low,False,False,False,0
9609,G06007329,Low,True,True,False,0
282443,G06007317,Low,False,False,False,0
192161,G06007326,High,False,False,False,0
239069,G06007311,Low,False,False,True,0
192144,G06007301,High,False,False,False,0
254468,G06007330,Medium,False,False,False,0
546026,G06007322,Low,False,False,False,0
545225,G06007315,Low,True,True,True,0
528379,G06007317,Medium,False,False,True,0
288031,G06007301,Low,False,False,True,0
283220,G06007326,High,False,False,False,0
288011,G06007324,High,False,False,False,0
283229,G06007329,High,False,False,False,0
283287,G06007317,Low,False,False,False,1
283300,G06007310,Medium,False,False,True,0
191858,G06007327,Low,False,False,False,0
3588,G06007310,High,True,True,False,1
241916,G06007316,High,True,True,False,0
287950,G06007324,High,False,False,False,0
14897,G06007310,Low,False,False,False,0
545230,G06007326,Medium,False,False,False,0
287822,G06007330,High,False,False,False,0
188424,G06007316,Medium,True,True,True,0
3013,G06007316,High,True,True,False,0
545950,G06007310,Low,False,False,False,0
188450,G06007326,High,False,False,False,1
283310,G06007301,Low,False,False,True,0
183942,G06007329,Low,False,False,False,0
546027,G06007329,High,False,False,False,0
2935,G06007315,Low,True,True,False,0
254670,G06007327,Low,False,False,False,0
288749,G06007324,High,False,False,True,0
288681,G06007310,High,False,False,False,0
206502,G06007311,Low,False,False,False,0
9529,G06007314,Medium,True,True,False,0
239094,G06007329,High,False,False,False,0
282894,G06007316,High,False,False,True,1
288622,G06007322,High,False,False,False,0
14822,G06007316,High,False,False,False,0
239170,G06007314,Low,False,False,False,0
241999,G06007315,Medium,False,False,False,0
192040,G06007316,High,False,False,False,1
288464,G06007327,Low,True,True,False,0
207455,G06007327,High,True,True,False,0
288353,G06007316,Low,False,False,False,0
3609,G06007301,High,True,True,True,0
283151,G06007316,High,False,False,False,0
283186,G06007316,High,False,False,False,1
191876,G06007324,Medium,True,True,True,0
242081,G06007322,Low,True,True,False,0
288139,G06007330,High,False,False,False,0
288598,G06007317,High,False,False,False,0
183937,G06007316,Low,False,False,True,1
263571,G06007312,Medium,False,False,False,0
300769,G06007312,Medium,False,False,False,0
226855,G06007330,Medium,False,False,False,0
248031,G06007301,Medium,False,False,True,1
197914,G06007326,Medium,False,False,False,0
258990,G06007330,High,False,False,False,0
197871,G06007316,Medium,False,False,False,0
264503,G06007317,Low,False,False,False,0
226771,G06007323,Low,True,True,False,0
274914,G06007316,High,False,False,False,0
264488,G06007324,High,False,False,False,0
209862,G06007317,Low,False,False,False,0
274959,G06007327,Medium,False,False,False,0
255557,G06007316,Medium,False,False,False,0
259102,G06007328,Low,False,False,False,0
234368,G06007314,Medium,True,True,False,1
275005,G06007316,High,False,False,False,0
275016,G06007314,Low,False,False,False,0
234382,G06007315,High,False,False,False,0
300445,G06007330,Low,True,True,False,0
248062,G06007316,High,True,True,False,0
300884,G06007326,High,False,False,False,0
1382,G06007330,High,False,False,False,0
214065,G06007317,Low,False,False,False,0
198293,G06007329,Medium,True,True,False,0
301174,G06007316,High,False,False,False,0
12653,G06007330,High,False,False,False,0
274349,G06007316,High,False,False,False,0
274355,G06007311,Medium,False,False,False,0
198186,G06007310,High,False,False,False,0
258872,G06007326,High,True,True,False,0
198175,G06007316,Medium,False,False,False,0
533425,G06007322,High,False,False,False,0
543225,G06007326,High,False,False,False,0
533113,G06007317,Low,False,False,False,0
211966,G06007311,High,False,False,False,0
233973,G06007329,Medium,False,False,False,0
209986,G06007315,High,False,False,False,0
301115,G06007316,Low,False,False,False,0
209976,G06007322,High,False,False,False,0
198116,G06007326,Medium,False,False,True,0
264630,G06007323,Medium,False,False,True,0
248101,G06007314,Medium,False,False,False,0
226937,G06007314,High,False,False,True,0
274758,G06007301,Medium,True,True,True,0
274786,G06007316,Low,False,False,False,0
248135,G06007329,Low,False,False,False,0
258844,G06007317,Low,False,False,True,0
197665,G06007312,High,False,False,False,0
247811,G06007301,Low,False,False,True,0
536947,G06007314,High,False,False,False,0
264404,G06007329,Low,False,False,False,0
275729,G06007311,Medium,False,False,False,0
543447,G06007317,Medium,False,False,False,0
299603,G06007327,Low,True,True,False,0
299600,G06007329,High,False,False,False,0
197319,G06007312,Low,False,False,False,0
247477,G06007316,Low,False,False,False,0
197279,G06007311,High,False,False,False,0
18535,G06007310,Low,False,False,False,0
524927,G06007301,Low,False,False,False,0
180718,G06007324,Medium,False,False,False,0
