building_id,income,annual_kwh,pre_fixed_bill,post_fixed_bill,pre_fixed_tou_bill,post_fixed_tou_bill
404421,medium,2692.9517516472497,1144.9353667303446,1302.2391265635222,1440.8311192829935,1562.488841861734
235303,high,11127.456415594235,5481.246113197074,5116.41417647972,6003.885924156066,5581.982589617415
430070,low,4305.09330501582,1852.1620395382859,1702.4861063487908,2291.329075216425,2087.3401027630953
260303,low,4294.427550847146,1842.7324063862384,1694.1920546714325,2359.870613285128,2156.172032989469
381958,medium,10837.119424071538,5325.2950849570525,4979.241498230359,5819.076551933852,5416.0815378131365
477981,high,3093.1714781288347,1369.553945288654,1499.8105990267793,1675.7911620911439,1771.543696858271
317523,medium,3978.7091004739427,1693.1434200126146,1784.4419058084657,2114.2406577632723,2153.1304635378306
478097,medium,7407.597853304778,3489.2613633727246,3364.2877383859686,3972.6802753476354,3790.4176989976036
355039,medium,5288.2293726535945,2360.477640557517,2371.422569876607,2826.9111557478277,2781.4079531336647
226937,high,3121.9462482110207,1328.79225055535,1463.9592522442451,1665.8163059294166,1759.8633741830938
184918,low,4526.238095843952,1970.5584785744688,1806.626227437214,2415.6994105959407,2197.2967938946153
536411,low,2420.6303313158555,1029.1551916622493,978.5717650021907,1291.7752617474507,1209.203560817903
85096,high,13416.496422794291,6707.009795249048,6194.5815448357935,7266.755412758809,6697.054652877461
106977,medium,2452.3445820304587,1042.63882249607,1212.2592633419306,1324.1881440909297,1461.2292765007849
419313,low,3933.534716954609,1715.203435975263,1582.0165369773233,2113.9330981035896,1933.7892659410825
519632,medium,2539.4418289396954,1079.6690879920009,1244.831020768578,1363.3997461703366,1494.9332527364438
328326,medium,2693.405260583631,1145.1281805897365,1302.4087253004607,1431.798057074416,1553.4462991201476
434629,high,16454.208652367313,8291.702862128821,7588.460609203154,8765.734478856986,8000.376509153361
394310,medium,7355.980942687142,3422.7963360896706,3305.827373853244,4004.6838136768088,3825.563769714784
301665,medium,6686.802444076186,3115.5731581350055,3035.595499647384,3587.1985271145836,3451.4597305488196
544523,high,4994.376973809576,2206.352739687991,2235.8559891044397,2699.067278574711,2672.2729143689844
498525,high,6992.1216309798665,3267.53665446682,3169.26125388079,3714.938054897701,3559.7012586125647
18257,high,11806.328631589091,5844.802839563164,5436.194410988111,6383.921007245121,5917.921410471258
339530,medium,7381.625909924573,3475.8272673305755,3352.4712467260747,3932.3549806058854,3751.8309983334498
243718,high,4421.0432753413925,1923.9526916106504,1987.459269106345,2367.1409314297607,2377.529043225479
72208,high,6855.673199342738,3194.0612946266046,3104.6332042369645,3666.593329638725,3520.0619923936497
35592,medium,6143.274695342624,2769.8237217786614,2731.4804530821266,3267.941962372693,3167.33943714252
145941,low,2479.2128473179455,1054.0621341656977,1000.4798685114922,1319.0304070944046,1232.6604657420799
503877,high,10944.695879554463,5383.73634643803,5030.64571474011,5984.404487431595,5573.90518903517
77870,high,3931.994497925391,1688.7071575280343,1780.5390291728409,2100.665950352394,2142.4706391091536
53036,low,3592.3305658632235,1527.3152633824081,1416.7525017158698,1915.5008006762066,1757.4062556013396
525034,high,4336.7726155765195,1863.208784234016,1934.0302412853673,2327.2041110025248,2342.958160356694
501872,high,10106.196361661465,4935.090768505766,4636.022308638709,5421.33973306081,5065.330077937836
496681,high,4786.383942136498,2086.0404785263167,2130.0310781673256,2539.8340787945417,2526.6967440367935
386396,high,710.9779390460521,302.27938056481946,561.0403798650523,381.9574030064446,631.2825839814161
313136,high,6197.5625654102605,2842.479157941684,2795.38564548043,3290.1970076955804,3186.1793788967743
119267,medium,7391.724327467073,3481.226104388199,3357.220000864044,3942.574906355609,3761.6151194226045
338271,high,11000.12197716856,5370.359776325608,5018.8814978319815,5938.142828893454,5524.227128039214
521016,high,6131.00228528831,2805.949836035245,2763.254916203185,3264.013329535491,3164.299662094804
364399,medium,4337.879193774788,1851.379026589003,1923.6254032816155,2326.242059581803,2341.844293747007
228006,high,19704.364311693633,10073.715272700598,9155.896239255726,10558.730769146741,9584.033469046479
442739,high,6460.3438975972485,2982.2805558676387,2918.3533518356294,3474.7815319412753,3353.6751326538415
186207,high,2477.910791786763,1053.50855223606,1221.8202588044958,1302.0348456414522,1437.6223692317749
238616,medium,4683.744031255092,2054.8729886460687,2102.615603406777,2486.5119055725977,2479.970240666683
268205,medium,3554.9367574783755,1511.416911809506,1624.5956591941883,1889.6503400824818,1955.838033580869
410119,high,7896.06951218222,3708.5401029029053,3557.164375680736,4234.5512192365095,4020.900075626201
158663,high,4039.3898350595096,1732.8475701702419,1819.3649334035845,2147.8265801932207,2182.671222936474
542397,medium,6826.668266296114,3152.5145720636133,3068.090195399202,3684.623766851288,3539.775916694131
490173,medium,6272.924198994087,2881.980277701658,2830.1304003454134,3333.102933053122,3224.196962946509
292616,high,6616.2012281956295,3065.5556373974614,2991.60114467081,3529.425144614718,3398.3462898490807
410269,medium,2644.94754550556,1124.5258984471438,1284.2869935927145,1401.3716492489384,1526.1695122839658
17956,high,10052.82278084847,4905.9095412136585,4610.354866225439,5426.055564132829,5073.248271248747
510923,high,13210.452959040904,6554.160898382925,6060.13908309095,7133.029462350886,6576.707923982134
92034,high,7533.499349913583,3556.5122862712815,3423.440868444775,4083.7210377917413,3893.2082419595067
198250,high,4612.419389295044,2009.1434750086682,2062.392749248717,2473.8019401889883,2471.8157124290688
62733,low,7306.800500743511,3435.4252459503878,3095.106795086228,3925.8624082169445,3528.347212363989
311959,medium,4756.582130049841,2075.2326359777376,2120.5244282636104,2539.9386329623653,2528.6896869684415
3348,high,3583.1391661934867,1571.0626416492232,1677.057629479371,1918.1413957267396,1982.4294080174802
403961,medium,5390.635270614002,2385.660460429788,2393.574224584574,2891.6754551251206,2839.4618089059404
467438,high,5786.719122267217,2653.536729653256,2629.192904393712,3159.7449028111664,3081.6605220991
94612,medium,7965.2682839558065,3745.722385913399,3589.8694711441804,4318.814475211932,4100.34383748151
174675,high,13112.080161308779,6501.220186027052,6013.57306310302,6972.679575043629,6423.260345085652
546920,high,15423.343183997333,7739.229801565125,7102.51179772077,8330.921994591845,7631.890264911741
62505,medium,3463.8320888357084,1473.5683600597704,1591.3040956638133,1849.0740364088604,1921.0934305985954
222853,medium,4927.606339699839,2203.020314245021,2232.9235786945574,2689.8504806717906,2667.179898438533
344397,high,8702.696728538469,4182.869172269243,3974.377034220664,4655.783347359553,4390.257829250775
543819,low,3886.26496710926,1652.284413416173,1526.6751497498497,2064.443067265133,1887.447031017939
192144,high,7289.773949826988,3426.226679299237,3308.8431667873174,3868.026967789536,3693.706299474286
358283,high,12130.230275854552,6017.707688571729,5588.2795105358455,6432.203461049428,5946.30766053546
121169,low,3380.319416491233,1437.1766031154125,1337.4666921852263,1799.1214748081893,1654.7266813916788
362095,high,7227.813647926098,3393.2992733335227,3279.880596725347,3914.0553766750268,3743.368464128981
408132,low,7684.229034660523,3637.6900197819987,3273.0165135825596,4159.506317033714,3737.542175270013
470587,low,4336.364029695158,1860.7053448822717,1710.0010133154867,2308.991639073333,2102.9724800299336
435959,low,3773.495976917643,1641.0082077665386,1516.7548410038269,2003.3300006194145,1833.5821115924543
201259,high,7691.212787055047,3641.0550086711664,3497.8036527961717,4206.2864401629795,4005.248697968427
208652,medium,6378.8121180597955,2938.743972832839,2880.059078924762,3381.9524472937082,3266.2703487706517
330951,low,3536.8627150091106,1520.677263234634,1410.9129067602394,1909.9696699563003,1755.308790197579
254897,low,3035.0529377102825,1290.3831069969037,1208.3473871155143,1614.1184230236602,1491.9260176465611
293426,medium,7445.598479464563,3509.6688920566758,3382.2379591819827,4008.7420352095273,3824.1138905598423
232502,high,9536.405880024851,4629.523406159823,4367.248855352635,5116.976712946783,4797.666005549372
484376,medium,5216.711155999162,2317.5031985493297,2333.6229343922505,2821.394407115463,2780.237856908884
38087,low,6921.408183158876,3186.5807886107114,2876.227761741138,3699.1105196162735,3326.485009441142
505688,medium,7506.5920618856,3501.450805863054,3375.011000465129,4047.3474983640367,3858.6848529229856
419104,high,7904.816675469615,3547.863635075293,3415.8416029788896,4250.840473565799,4036.4700012486364
361449,high,7882.602114980273,3743.6776083962754,3588.0692835430887,4202.521742494739,3989.9692651651
438560,low,7908.60614625692,3757.6835036580324,3378.561381746037,4242.971464857577,3806.6516515064536
468173,low,668.9955614699893,284.4301529145806,323.5129101229318,357.3276020387796,387.5658935714543
399096,high,4039.116018343204,1726.4768136686691,1813.7615302374522,2137.3105975705134,2172.377619647192
482236,medium,1210.1422475493232,514.5040779680703,747.7128563160205,641.6424343978193,858.8522135852149
233054,low,7305.551925039733,3436.1379008528165,3095.7335848171424,3932.1930569158517,3534.883593195647
273582,medium,2709.128329840241,1151.8130007148768,1308.2886815103552,1444.8247361972703,1565.44632136142
415570,high,11726.281979777177,5760.297473861392,5361.866084633901,6369.363454139359,5908.487676247861
399119,medium,4318.897518065195,1893.4389933619962,1960.6188468217415,2333.0207246209848,2349.7100879105055
92614,high,4796.742628172359,2094.0507177365707,2137.076695876446,2575.6006375248653,2561.656996279876
120786,low,2242.738598762892,970.8647233002255,927.2987291610763,1254.3615807222316,1182.8104215478322
452153,low,3003.6438785440614,1277.029231401793,1196.6013412591226,1616.6069259444944,1496.452596088027
2272,medium,2890.300158473949,1228.8400153767839,1376.041510264503,1548.1966350028874,1657.0949051910877
342444,high,865.2629627187739,367.87520122951383,618.7383501679399,458.22942106095223,697.6562285545164
321010,low,4120.224995888386,1751.7548592519065,1614.1691817123797,2168.6813926263185,1976.624873267805
237677,medium,4769.445811201281,2125.658946112345,2164.877143741299,2587.4722814048027,2575.1365987635236
493420,high,9929.897065640453,4627.3705617174055,4365.363432394145,5357.801993805036,5012.851391727212
41744,medium,3792.6389028706117,1633.1650348237372,1731.6840945021756,2022.8105985662712,2073.564236280802
304899,medium,6924.068907141174,3230.612250891627,3136.7829998427883,3742.1341490813593,3590.9802993266267
446998,low,2640.848138468995,1122.782994551478,1060.92661834325,1403.5810029798768,1306.812203128347
337210,high,7743.071106091611,3669.521226237084,3522.8421773236673,4179.518554557732,3975.502736177566
544502,low,4377.276097658785,1899.4759404609108,1744.1025256944035,2317.672364192365,2108.971228670111
41869,high,4774.224055513687,2079.445062197388,2124.2298304940964,2554.7797337910933,2542.390222862117
479309,medium,1943.9945783723733,826.5087349407981,1022.1516124739164,1028.9672731394692,1198.9383080175571
248101,medium,3986.700796037279,1694.9857104432094,1786.0624566940614,2116.8052639513944,2155.16740144059
131159,high,4925.71885832468,2173.4821488084203,2206.943252679416,2633.7288345565858,2611.611543408272
488855,low,2929.206376377766,1245.381382980771,1168.7639485739935,1560.3054654541575,1444.9695455708045
229416,medium,6748.704675484551,3094.0954640738782,3016.7060743887296,3621.633966282874,3481.8322757638616
117079,high,5861.869688798892,2665.7413299468653,2639.9290070339252,3120.036100245302,3037.6609887564064
227135,low,2074.054666360069,904.3090500090436,868.7562238850701,1130.4056744799348,1069.9119154860823
86296,low,4190.158738346547,1811.277432660266,1666.5236899796562,2236.540178616361,2039.8068001853978
150346,low,4332.902102201241,1873.135541549105,1720.9339187827193,2318.8592537033155,2113.075363986568
435871,low,5230.160472091464,2282.248947421786,2080.7880225595636,2796.9322192586965,2533.317582544158
520886,low,2406.3348169187348,1023.0773107611691,973.225671483099,1275.2111368225947,1193.5415396256897
430209,high,3675.701338398989,1562.7611810337137,1669.7579895210697,1954.7577757899,2013.1358827538227
211427,medium,5357.083459261628,2318.48505500054,2334.489419475174,2876.7462821407394,2826.6747056183845
296571,low,5842.936085224739,2654.1948312477457,2407.9455762935695,3158.0736277922215,2854.7690821164115
88132,low,3119.723204751215,1326.3815177320266,1240.0115268808117,1672.3493016290436,1544.6722471269916
258019,medium,4289.327451897287,1886.444230619044,1954.465995224616,2322.255968801287,2340.8833238081265
313045,medium,3441.667909166628,1463.330230732304,1582.298694334349,1838.931550418984,1912.3539642924793
462429,high,16346.048635389267,8275.612212584212,7574.305852359591,8834.839207628022,8076.449764667657
547209,medium,4377.662578544821,1878.731100686339,1947.6837342621031,2341.699924046108,2354.839941487659
80709,medium,6856.794849589479,3194.6571127134252,3105.1572790283635,3717.6690419446973,3570.7821696804026
428014,medium,4070.7660932649233,1734.9225539594697,1821.1906317018595,2176.47928209556,2209.373512581324
120792,medium,5294.4480069840665,2358.1114209163497,2369.3414900787275,2828.226891176418,2782.33168322431
160843,medium,2144.2555964513795,911.6517093872685,1097.0432254049224,1136.7035695018426,1293.7264879816066
78918,medium,4842.9976874257745,2120.9948667705,2160.776369853044,2604.1041809583953,2587.048995747986
122873,low,3301.572391226028,1403.696517853658,1308.0176671467977,1747.9018267061672,1608.587921410117
440108,low,9381.070311723211,4503.828380546627,4034.863300502306,5049.694037290013,4518.412869482482
305135,medium,766.0350648257071,325.68746816129766,581.6300931928697,420.41173172097865,666.129686999865
471183,high,4148.468717160289,1776.5802179676584,1857.8322228544605,2216.9155631451968,2244.8036107927237
502769,high,2045.476716455914,869.6548807683962,1060.1028876530181,1126.6016891489767,1289.68620830162
423076,high,2413.565289583679,1026.151418519397,1197.7569713456087,1284.8768984898027,1424.551372281543
395786,high,3928.6152858978585,1674.2484706298644,1767.8218245410421,2091.903519437597,2134.018455354828
27840,medium,4731.30399829715,2097.655842552508,2140.2462337731486,2562.5713313516676,2552.7681872063336
25597,high,11189.713352271125,5514.723615555372,5145.860589820887,6015.663355932686,5589.758887961324
539029,high,2721.029374098419,1156.8728486916839,1312.739315031586,1447.7979218024116,1567.695238776999
56006,high,8740.34795315922,4203.129327769375,3992.1976257621795,4652.6468811314135,4384.8849315780135
161524,low,10131.877374780595,4948.27045162503,4425.787705469691,5498.134550805019,4918.150414990086
493352,low,2963.54211661975,1259.9795663020527,1181.6044853522876,1574.79424682526,1457.2350741669
1818,high,7768.433379439417,3682.8326492956294,3534.5507594200585,4158.931780096174,3953.572917590794
197319,low,3466.2943000893624,1482.4185469645984,1377.2610064209466,1857.8172206111858,1707.6957190987762
248390,high,5092.967392159994,2367.1346719083194,2377.2737355066447,2778.2584473148713,2744.7988950578506
460984,high,6836.464685617983,3141.3389938959203,3058.260919936183,3693.513140660164,3548.0164254427123
379060,medium,1883.0168791669753,800.5834563466312,999.3477823020737,996.2492076403759,1170.1119465551556
501526,medium,7276.247831880111,3421.084820385031,3304.3203670664516,3956.113092624514,3782.0631723530723
220073,high,7637.886268490167,3621.96669285245,3481.013429486516,4200.211035156858,4002.4792134248905
182576,high,8208.323499506181,3918.2905106076587,3741.6567384307627,4383.798442574259,4150.054980527634
456372,low,2320.113926114549,986.4196368268615,940.9816449490579,1237.6939598384615,1161.551988842635
13750,medium,3770.1053558602657,1602.8979930975506,1705.0622599310634,2018.8188996382632,2071.116989574186
190680,low,3196.115638175933,1358.8605247268797,1268.5800052086536,1696.4850706489808,1563.961770206596
172792,low,5851.512576256527,2614.062913933702,2372.647733764956,3133.2144433585036,2829.474203312183
224650,medium,4805.0722136248205,2057.1551029916773,2104.6253374928147,2569.782993950694,2555.3398961125135
442946,medium,4847.955623958257,2118.8702189181618,2158.9077384841275,2573.8944664269175,2556.7906517812694
193683,medium,3498.5382631975126,1501.1011494879117,1615.5212701200012,1878.993481911935,1948.6655913006525
205234,low,1870.521139228071,795.2707675542067,772.8474304371216,1005.3845320710326,958.1704905915268
399207,high,9400.907250122407,4556.878671275186,4303.351401289278,5140.275183704011,4828.94058296539
266984,low,2361.6508533440892,1004.079476807773,956.5152096250893,1261.5027124852422,1182.6565446911716
519357,low,10446.05995174594,5116.427244899389,4573.69645327308,5671.7388119912375,5071.5232853361385
99274,high,2262.3385989740686,961.855878739815,1141.2027258583328,1196.9742658662099,1346.39054669477
349024,high,3688.851671425311,1578.973258936478,1684.0175902460323,1989.377944740637,2046.724997668784
223907,medium,2270.844805860578,965.4723776596833,1144.3837920476803,1210.286995681065,1359.1592693572877
255557,medium,2904.6291868962435,1234.9321451008068,1381.4001370235883,1551.7507635090378,1659.681794757869
510040,low,275.2442711650832,146.73000000000002,176.2617400876062,146.73000000000002,201.4287260484349
423656,low,5699.192610610022,2578.790215724764,2341.6204998550343,3079.5814872520764,2785.440847296482
526732,high,8698.319226399406,4180.347436705565,3972.158952011442,4677.675184672732,4412.3155631847985
521324,high,9666.038329836083,4656.5183215745,4390.994899520852,5242.221277140293,4914.291032235253
219189,low,5450.066208566657,2421.798638538299,2203.5334564628697,2956.396797341761,2678.348480056396
188919,medium,3077.117317688364,1308.2671987883846,1445.9055232959176,1643.9272097497483,1740.8677607107752
165351,high,6091.645410705572,2742.118808958888,2707.1115387027276,3262.4472240949617,3165.0941342449582
226745,high,8455.535688313968,4008.3789736761773,3820.899122614289,4497.415137755304,4247.968961871448
492905,high,6641.605572340994,3080.0702349238027,3004.3679794809,3556.725626594022,3423.9571920839103
455866,high,9056.686250815292,4332.761592739837,4106.222177348617,4785.846080119946,4497.495281863869
449469,high,5660.197972724897,2553.9708039257907,2541.617107717032,3021.051228977767,2951.68426761993
68715,high,6223.616767982333,2839.9063601166513,2793.1232787494055,3301.7718614316987,3195.964410000763
523051,high,9792.889853253899,4724.959733212842,4451.195143279406,5379.396793397678,5042.744255213216
510016,low,7804.304795404181,3702.288102225589,3329.8362183009854,4253.422696322894,3823.3577482024757
17063,high,3231.2155184973562,1373.783589844336,1503.5336274524564,1725.7713684887324,1812.7755249342904
